A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
871,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
872,0,0,1,0,0,0,1,0,0,0,1,0,2,2,0
873,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
874,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0
875,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
876,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
877,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
878,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1
879,2,0,0,0,2,0,0,1,0,1,0,2,2,0,0
880,0,1,0,0,0,2,0,0,1,0,1,2,1,1,0
881,0,0,1,0,0,0,0,1,2,2,1,0,0,0,0
882,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0
883,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0
884,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
885,0,1,0,0,0,1,1,0,0,0,2,0,0,2,0
886,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0
887,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2
888,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1
889,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
890,0,0,0,0,2,1,0,1,0,2,0,1,1,0,0
891,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0
892,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
893,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0
894,1,0,0,2,1,1,0,0,0,0,1,2,0,0,0
895,2,1,0,2,2,1,0,0,1,0,0,0,0,2,0
896,0,0,0,0,1,0,2,0,0,0,2,0,0,2,0
897,0,0,0,0,0,2,1,1,0,0,0,2,0,0,1
898,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1
899,0,2,0,0,1,2,0,1,0,0,0,1,0,0,1
900,0,0,1,2,1,0,2,0,0,2,0,2,1,2,0
901,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0
902,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
903,0,1,2,0,0,1,0,1,0,0,0,0,0,2,0
904,0,0,1,2,0,1,0,0,1,1,2,2,0,0,2
905,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
906,0,1,0,2,0,2,0,2,0,0,0,2,0,0,1
907,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
908,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
909,0,1,0,0,0,1,1,0,0,2,0,0,1,2,0
910,0,2,0,0,2,1,1,1,2,0,0,0,0,0,2
911,0,1,0,2,0,2,0,2,0,0,2,2,2,0,0
912,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
913,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1
914,0,0,1,0,2,0,0,0,2,0,0,0,0,2,1
915,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
916,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0
917,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
918,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
919,0,2,0,0,0,1,0,0,2,0,0,0,0,2,0
920,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
921,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0
922,0,0,0,2,0,0,1,0,0,0,2,2,0,0,1
923,0,0,1,2,1,0,0,0,0,0,0,2,0,2,1
924,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0
925,0,0,1,0,0,1,0,2,0,2,0,0,1,2,0
926,0,1,1,0,2,1,0,0,0,2,0,0,0,0,1
927,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0
928,2,0,0,0,0,0,0,2,2,1,0,2,0,0,1
929,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0
930,0,1,0,0,1,1,0,0,0,0,2,0,0,2,1
931,0,0,2,0,0,0,0,2,0,0,0,0,1,2,0
932,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0
933,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0
934,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0
935,2,0,1,0,0,1,2,0,0,2,0,2,0,0,0
936,0,0,0,0,1,0,1,0,0,2,1,0,1,2,0
937,0,2,0,2,1,0,0,0,0,0,0,2,0,0,1
938,0,1,0,0,0,2,0,0,0,2,2,2,0,0,2
939,0,1,0,0,0,1,0,0,0,1,0,0,1,2,1
940,0,1,2,0,0,1,0,2,0,0,0,0,1,2,0
941,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
942,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0
943,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
944,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1
945,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1
946,0,2,0,0,0,0,1,2,2,0,0,1,0,2,1
947,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1
948,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0
949,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
950,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0
951,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2
952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
953,0,1,0,0,2,1,0,0,0,0,0,0,1,2,0
954,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
955,2,1,0,0,0,1,0,1,0,2,0,0,0,2,1
956,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
957,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1
958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
960,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0
961,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0
962,2,0,2,2,0,0,1,0,0,1,0,0,0,2,1
963,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0
964,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
965,0,1,0,0,2,0,1,0,0,2,0,0,1,2,1
966,0,2,1,2,0,1,0,2,0,0,0,2,0,0,0
967,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
968,0,0,1,0,1,1,0,0,2,0,2,1,0,2,2
969,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0
970,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
971,0,1,0,2,0,0,2,0,0,0,0,2,0,2,0
972,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
973,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
974,0,0,1,2,0,2,0,1,0,0,2,2,0,0,0
975,2,0,0,0,0,1,0,2,0,0,0,0,1,2,0
976,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
977,0,2,0,0,1,0,0,1,0,1,0,2,0,0,1
978,0,1,0,0,0,1,1,1,0,2,0,0,2,2,0
979,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1
980,0,0,0,2,0,2,1,0,0,0,0,2,0,0,0
981,0,0,0,0,2,0,2,2,0,0,0,0,0,2,1
982,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
983,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0
984,0,0,1,0,0,1,2,0,0,1,0,0,0,0,2
985,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2
986,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0
987,0,0,0,2,1,1,0,2,0,0,0,2,0,0,0
988,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0
989,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0
990,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0
991,0,2,0,2,0,0,1,0,0,0,0,2,1,0,1
992,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
993,0,0,0,0,2,0,2,1,0,2,0,0,1,2,1
994,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1
995,0,1,1,0,0,1,0,1,2,1,0,0,0,2,1
996,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
997,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
999,0,1,1,0,0,1,0,1,0,2,0,0,1,2,1
1000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1001,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0
1002,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
1003,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0
1004,0,0,0,0,0,0,1,1,0,1,0,2,0,0,2
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1006,0,0,0,2,1,0,0,0,0,0,0,0,2,2,2
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1008,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
1009,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
1010,0,0,1,0,0,0,1,0,2,2,0,0,1,0,2
1011,0,0,0,0,0,1,0,0,0,1,0,1,1,2,2
1012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1013,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0
1014,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
1016,0,0,1,0,2,0,2,0,0,0,2,0,0,0,0
1017,0,0,0,0,0,2,1,1,0,0,0,2,1,0,0
1018,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1019,0,2,0,0,0,0,0,0,0,1,0,1,1,2,0
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1021,0,1,0,0,1,1,0,0,1,0,1,0,0,2,1
1022,0,2,1,0,0,0,0,0,0,2,0,2,0,0,0
1023,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2
1024,0,0,1,2,0,1,0,2,0,0,0,2,0,2,0
1025,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
1026,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1
1027,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
1028,0,1,0,0,0,1,0,1,0,2,2,0,0,2,0
1029,2,0,0,0,0,1,0,0,0,1,0,1,2,2,0
1030,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1
1031,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1032,1,0,0,0,1,1,0,2,1,0,0,1,0,2,0
1033,0,1,0,0,1,1,0,0,0,0,2,0,1,2,0
1034,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0
1035,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1036,0,0,0,0,0,0,1,0,0,2,0,2,1,0,1
1037,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1
1038,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0
1039,0,1,0,0,0,1,0,0,2,0,0,2,0,0,1
1040,0,0,1,0,1,1,2,0,0,0,0,1,0,2,0
1041,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
1042,0,0,0,2,0,0,1,2,1,0,0,2,0,2,0
1043,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1044,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0
1045,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1046,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
1047,2,1,1,0,0,1,0,0,1,1,0,0,2,2,0
1048,0,0,0,2,0,0,1,0,0,0,0,2,2,2,0
1049,0,0,1,0,1,1,0,0,0,0,1,1,2,2,0
1050,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
1051,0,0,0,0,0,1,2,1,1,0,0,2,0,1,1
1052,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
1053,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
1054,0,0,1,2,0,1,0,2,0,0,2,2,0,2,0
1055,2,0,0,0,1,2,1,0,0,0,0,0,1,0,0
1056,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0
1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1058,1,0,1,2,0,0,1,2,2,1,0,2,0,0,1
1059,0,1,0,0,0,1,0,0,0,2,0,0,1,2,0
1060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1061,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0
1062,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1
1063,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1064,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0
1065,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1
1066,0,0,1,0,0,2,0,0,1,0,1,2,2,0,0
1067,0,0,1,0,0,0,2,0,0,0,0,1,0,2,2
1068,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
1069,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1
1070,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1
1071,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
1072,0,1,0,2,1,2,0,0,0,2,0,2,1,0,0
1073,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2
1074,0,2,1,0,0,2,0,0,0,0,2,0,0,2,0
1075,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0
1076,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1
1077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1078,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
1079,0,0,1,0,0,1,0,0,0,2,0,2,0,1,0
1080,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0
1081,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0
1082,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0
1083,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1084,0,1,0,1,0,0,0,0,0,2,0,2,0,2,0
1085,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
1086,0,0,2,0,0,1,2,2,0,0,0,1,2,2,0
1087,0,1,1,0,0,1,0,0,0,2,0,0,1,2,2
1088,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0
1089,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1090,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0
1091,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
1092,0,1,0,0,0,1,1,2,0,0,0,0,0,2,0
1093,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1094,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
1095,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1
1096,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0
1097,0,0,1,0,0,0,0,0,0,2,0,0,2,2,0
1098,0,0,0,0,2,0,2,0,0,2,0,2,0,0,1
1099,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
1100,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
1101,0,0,2,0,1,0,0,0,0,0,0,0,2,2,1
1102,0,0,0,2,0,0,1,2,0,0,0,2,0,0,0
1103,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
1104,0,0,0,0,1,2,2,2,0,2,0,0,0,0,0
1105,0,0,0,2,0,1,0,0,0,0,2,2,0,0,1
1106,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1
1107,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0
1108,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1109,2,0,0,0,0,0,1,1,0,2,0,0,2,2,1
1110,0,0,1,0,0,1,0,0,2,0,0,1,0,2,1
1111,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1112,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0
1113,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1114,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1115,0,0,0,0,0,0,1,1,2,0,1,0,2,0,2
1116,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0
1117,0,2,0,0,0,1,2,0,2,0,0,0,1,2,1
1118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,0,0,1,2,0,0,2,0,0,0,0,0,0,2,1
1120,0,0,0,0,0,0,1,1,0,2,0,0,1,2,1
1121,2,0,0,0,0,0,0,0,1,0,0,1,0,2,1
1122,0,0,0,2,0,0,1,0,0,2,0,2,1,0,0
1123,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1124,0,0,2,0,0,0,1,1,0,0,0,2,0,1,0
1125,0,1,0,2,0,2,0,1,0,0,1,2,0,0,0
1126,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1127,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
1128,0,0,1,2,0,2,0,2,1,0,0,0,1,2,1
1129,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
1130,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
1131,0,0,1,0,0,0,1,1,0,2,0,2,1,0,0
1132,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1133,0,1,1,2,0,0,0,2,0,0,0,2,1,0,1
1134,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0
1135,0,0,1,0,0,0,1,0,0,2,0,2,1,0,2
1136,0,0,2,0,0,1,2,0,0,2,0,0,1,2,1
1137,0,2,0,2,0,1,0,1,0,1,0,2,0,0,0
1138,0,1,1,0,0,2,0,1,0,2,0,2,1,0,0
1139,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
1140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1141,0,1,0,2,0,0,0,0,0,2,1,2,2,0,0
1142,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0
1143,2,2,0,2,0,1,0,1,1,0,2,2,1,2,0
1144,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
1145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1146,0,2,0,0,0,0,1,0,0,2,0,2,0,0,0
1147,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1
1148,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0
1149,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0
1150,1,0,0,2,0,0,1,2,1,0,0,2,0,2,1
1151,0,0,0,0,1,0,0,0,2,0,0,1,1,2,1
1152,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0
1153,0,0,0,0,1,1,0,0,0,2,0,1,0,2,0
1154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1155,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0
1156,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0
1157,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
1158,0,1,0,0,2,2,2,0,0,2,0,0,0,0,1
1159,0,0,0,0,1,0,0,1,0,2,0,2,1,0,0
1160,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1
1161,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
1162,0,0,0,0,0,2,2,1,0,0,0,0,2,2,0
1163,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1
1164,0,0,0,2,0,0,1,0,1,2,0,2,1,0,0
1165,0,0,0,0,0,0,1,2,1,0,2,0,0,2,0
1166,2,0,1,0,0,0,2,0,1,0,0,0,0,2,0
1167,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1169,0,1,0,0,0,0,2,1,0,2,1,2,0,0,0
1170,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0
1171,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0
1172,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
1173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1174,0,0,1,2,0,0,0,0,2,0,0,0,2,2,0
1175,2,0,0,0,0,1,2,0,0,0,2,2,0,0,0
1176,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0
1177,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1
1178,0,2,0,0,1,0,0,0,0,2,0,2,0,0,0
1179,0,2,0,0,0,1,2,1,2,1,0,1,0,2,1
1180,0,0,0,0,0,2,0,0,2,1,0,0,0,2,1
1181,0,0,0,2,0,2,0,2,2,0,0,2,0,0,1
1182,0,0,1,2,0,0,1,0,0,1,2,2,0,0,1
1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,0,1,1,0,0,1,0,1,0,2,0,0,1,0,0
1185,0,0,0,0,2,0,2,0,0,0,0,1,0,2,0
1186,1,0,2,0,0,1,0,2,1,0,0,1,0,2,0
1187,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
1188,0,0,0,0,1,2,0,1,0,0,1,0,2,0,0
1189,0,1,1,0,0,0,2,1,0,2,0,0,0,0,0
1190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1191,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1
1192,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
1193,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
1194,2,0,1,0,0,2,0,0,0,1,0,0,1,0,1
1195,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1196,0,2,0,0,0,1,0,0,0,0,2,0,0,2,0
1197,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
1198,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1199,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
1200,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2
1201,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0
1202,0,0,0,2,1,0,0,2,0,0,0,2,0,2,1
1203,0,0,0,2,0,1,0,1,0,2,0,2,1,0,1
1204,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1206,2,0,0,0,0,2,1,2,2,0,0,0,1,0,0
1207,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0
1208,0,1,0,0,0,1,1,1,0,0,0,0,0,2,1
1209,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
1210,2,0,2,0,0,1,0,0,0,2,0,1,0,2,0
1211,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
1212,0,0,0,0,2,0,1,0,0,2,2,0,2,0,0
1213,0,0,0,0,1,0,2,0,2,0,2,0,0,0,1
1214,0,0,1,2,0,0,0,2,0,0,0,1,2,2,0
1215,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1
1216,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
1217,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
1218,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1
1219,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0
1220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1221,0,0,0,2,1,2,0,2,0,0,0,2,0,0,0
1222,1,1,2,0,1,1,0,0,0,0,0,0,1,2,0
1223,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0
1224,0,0,0,0,0,1,0,1,0,2,0,2,1,0,0
1225,0,1,0,0,0,0,2,0,1,0,1,0,0,2,0
1226,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
1227,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0
1228,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0
1229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1230,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0
1231,0,1,0,0,1,1,0,2,0,0,0,0,0,2,0
1232,0,2,0,2,2,0,0,0,0,2,0,2,0,0,0
1233,0,0,0,0,0,2,1,1,2,1,0,0,0,0,1
1234,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0
1235,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1
1236,0,0,0,0,0,1,0,1,2,1,0,0,0,2,2
1237,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0
1240,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0
1241,2,0,2,2,0,1,0,2,0,0,0,1,1,2,2
1242,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1243,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1
1244,0,1,2,0,0,1,0,1,2,1,0,0,0,0,1
1245,0,1,1,0,2,1,0,1,0,0,0,0,1,0,0
1246,0,1,0,2,1,1,0,2,0,0,0,0,2,2,2
1247,0,1,0,0,1,2,1,1,0,1,1,2,2,0,0
1248,0,1,2,0,0,0,0,2,0,2,0,0,1,0,0
1249,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
1250,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0
1251,0,0,0,0,2,0,0,0,1,2,0,0,1,2,0
1252,0,0,0,2,0,1,0,0,0,2,0,2,0,2,1
1253,0,1,0,0,0,1,0,1,0,2,0,0,0,2,0
1254,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1255,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0
1256,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
1257,0,0,0,0,0,0,2,0,1,2,2,0,1,0,1
1258,0,0,2,0,0,0,1,0,0,1,0,0,0,2,2
1259,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1260,0,0,2,2,0,1,0,0,0,0,0,2,0,2,1
1261,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
1262,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
1263,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0
1264,0,1,2,0,1,2,0,2,2,0,0,2,0,0,1
1265,0,0,0,2,0,0,0,1,0,0,2,2,0,0,1
1266,0,2,0,2,0,1,2,0,0,0,1,0,2,2,0
1267,1,0,2,1,0,0,1,0,1,0,0,0,0,2,1
1268,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1
1269,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0
1270,0,0,0,2,2,1,0,0,0,0,0,2,0,0,0
1271,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0
1272,0,2,0,0,0,0,1,0,0,2,0,1,1,0,2
1273,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0
1274,0,2,1,0,0,1,0,0,0,2,0,0,1,2,0
1275,0,2,0,0,0,1,0,2,0,0,0,0,0,2,0
1276,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
1277,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0
1278,2,0,0,0,1,0,1,1,0,0,0,0,0,2,0
1279,2,0,0,1,0,0,1,0,0,2,0,0,2,2,0
1280,0,0,0,0,2,1,0,0,0,2,0,0,2,2,2
1281,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1282,0,0,2,2,0,2,0,2,0,0,0,2,0,2,1
1283,0,2,1,0,1,1,2,0,0,1,0,0,0,2,1
1284,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0
1285,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0
1286,0,2,0,0,2,2,0,1,0,0,2,0,1,2,0
1287,0,0,0,0,1,0,0,1,0,2,0,1,1,2,0
1288,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1289,1,1,0,0,0,1,0,1,0,0,0,0,1,2,0
1290,0,1,1,0,0,1,0,0,0,2,0,0,0,2,0
1291,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0
1292,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0
1293,0,0,1,1,0,1,0,0,0,2,0,2,1,2,0
1294,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1295,0,0,0,2,2,0,0,2,0,2,0,2,0,2,0
1296,0,0,0,0,0,1,0,0,2,2,0,0,2,2,1
1297,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
