A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
2444,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0
2445,2,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0
2446,1,2,0,0,1,0,0,1,1,0,2,2,0,0,0,2,1,0,1,0
2447,0,1,0,0,2,2,0,0,0,0,1,0,2,1,1,0,0,0,0,2
2448,0,0,0,2,0,2,0,0,0,1,2,0,1,0,2,0,2,0,0,0
2449,0,2,0,1,2,0,1,0,0,1,0,0,0,0,2,0,1,0,2,0
2450,2,2,0,2,1,0,2,0,0,1,0,1,1,1,1,0,0,0,0,0
2451,2,0,0,0,0,2,0,0,1,0,1,0,0,2,2,0,1,0,2,0
2452,2,0,0,0,0,0,2,0,1,2,2,0,2,2,0,0,0,1,1,2
2453,0,1,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2454,0,1,2,0,0,2,1,0,2,0,0,0,0,1,1,1,0,2,2,2
2455,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,1
2456,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2
2457,1,2,0,2,2,0,0,0,0,0,0,2,0,1,2,2,0,2,0,2
2458,1,0,0,0,0,0,1,2,0,2,2,0,0,2,2,0,0,2,2,0
2459,0,0,2,0,0,0,0,1,2,0,0,1,2,0,0,0,2,0,0,0
2460,2,1,0,2,0,2,0,1,0,0,1,2,0,2,0,1,0,2,0,0
2461,0,0,0,2,2,0,0,2,0,2,2,0,1,0,0,0,0,2,0,0
2462,2,0,2,1,2,0,0,0,0,1,0,2,0,2,2,0,0,0,0,0
2463,2,2,1,1,1,0,0,0,1,0,2,0,0,0,2,1,1,0,0,0
2464,1,0,2,0,1,1,1,1,0,0,0,2,0,2,1,0,1,1,0,2
2465,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2
2466,0,2,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0
2467,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2468,2,0,0,2,0,0,0,1,1,0,0,0,0,2,1,0,1,0,1,0
2469,0,0,0,0,1,1,0,1,2,1,1,0,2,0,0,0,0,0,2,0
2470,0,0,0,0,2,2,2,1,0,2,1,0,2,1,0,0,1,0,0,0
2471,1,2,1,0,0,0,0,1,1,2,0,0,2,2,0,0,2,0,2,2
2472,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,2,0,0,0,0
2473,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2
2474,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1
2475,1,0,0,0,0,0,1,1,0,0,1,2,0,2,0,2,0,0,2,1
2476,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,2,0,1,0
2477,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2478,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
2479,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0
2480,0,0,2,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0
2481,2,2,0,0,0,2,2,0,2,1,0,0,2,0,0,1,0,0,0,0
2482,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0
2483,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2
2484,2,2,2,2,0,2,0,0,0,0,0,0,0,0,1,0,2,2,0,0
2485,2,1,0,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0
2486,0,0,1,2,0,1,2,0,2,0,0,0,2,0,1,2,2,0,2,0
2487,1,0,1,0,2,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1
2488,0,1,0,2,2,0,0,0,0,0,0,2,0,2,1,1,2,0,2,0
2489,0,0,1,0,2,2,1,1,0,1,2,0,2,0,0,0,2,0,0,2
2490,0,1,1,0,1,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0
2491,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1,0
2492,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
2493,0,2,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,1,2
2494,0,0,0,2,2,0,0,0,1,2,2,0,0,0,2,2,0,0,2,0
2495,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,2,0,2,2,1
2496,1,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2497,1,1,0,0,0,0,1,0,0,1,0,2,0,2,0,2,0,1,1,0
2498,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,1,0
2499,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0
2500,1,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2
2501,0,1,0,0,0,1,0,0,0,2,2,0,1,1,0,0,0,0,0,2
2502,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,2,0
2503,0,0,2,2,0,0,2,0,0,0,2,1,0,0,1,0,1,0,0,0
2504,1,0,0,0,1,2,0,0,2,0,0,1,0,0,2,1,0,1,2,0
2505,2,0,1,0,0,0,2,0,1,0,1,0,1,2,0,2,1,0,1,0
2506,2,0,0,0,0,2,0,2,0,0,2,0,1,0,0,2,0,1,0,0
2507,1,1,0,0,0,1,1,0,0,1,0,0,1,1,2,0,1,0,0,0
2508,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2
2509,2,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0
2510,0,0,1,1,0,0,1,2,0,1,0,2,0,0,0,2,0,0,0,2
2511,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0
2512,0,0,0,0,2,1,0,0,1,2,0,0,0,1,0,1,0,0,2,2
2513,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2
2514,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0
2515,0,0,0,2,0,0,1,1,0,2,2,0,0,0,2,0,1,0,1,0
2516,2,0,0,0,0,2,1,2,2,0,0,2,0,1,0,2,0,1,2,0
2517,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
2518,0,0,2,2,1,0,2,0,0,0,1,0,1,0,2,0,0,0,2,2
2519,0,0,1,0,0,2,0,0,0,2,2,0,2,0,0,2,1,2,2,0
2520,2,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,2,0
2521,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0
2522,0,0,0,2,0,0,2,2,2,2,0,0,0,1,1,0,0,0,2,2
2523,1,1,0,0,0,0,2,2,2,0,1,2,1,0,0,0,0,0,2,0
2524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2525,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
2526,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,2,1,1,0,2
2527,1,0,1,0,1,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0
2528,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
2529,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2
2530,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,1,2,0
2531,0,2,1,2,0,0,0,1,0,0,2,0,0,2,0,0,0,2,0,2
2532,2,0,2,0,2,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0
2533,0,0,2,2,1,0,2,0,2,0,1,0,2,0,0,2,0,0,2,0
2534,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2
2535,0,0,0,2,1,0,0,0,0,2,0,0,2,2,1,0,1,0,2,1
2536,0,0,0,0,0,0,2,2,2,1,0,1,0,2,1,0,0,2,0,2
2537,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2,0
2538,2,1,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0,1,0,1
2539,2,1,0,0,0,1,0,0,2,2,2,1,2,0,0,1,1,0,2,0
2540,0,2,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0
2541,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
2542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
2543,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1
2544,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0
2545,2,1,0,2,0,0,0,1,2,1,1,0,2,0,1,2,0,0,0,0
2546,0,2,0,1,2,2,0,1,0,2,0,1,0,0,2,0,2,1,0,1
2547,2,2,2,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0
2548,1,2,0,0,0,0,1,2,0,1,0,2,0,1,0,0,1,0,2,0
2549,2,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2550,2,2,0,2,0,0,2,1,0,0,0,2,0,0,0,2,2,0,1,2
2551,0,2,0,0,2,0,0,2,0,0,2,0,0,0,1,2,0,0,2,0
2552,2,0,2,1,0,2,2,0,0,0,1,0,2,0,1,0,2,0,2,0
2553,0,2,2,2,2,0,0,1,2,1,2,2,0,0,0,0,1,0,0,0
2554,1,2,1,0,0,1,0,0,0,0,2,0,1,2,2,1,0,0,0,0
2555,2,0,0,0,0,0,2,0,1,1,0,2,1,0,2,0,2,0,0,2
2556,2,1,0,0,1,0,2,1,0,1,0,0,2,2,1,0,2,1,0,0
2557,1,1,0,2,0,1,2,1,0,0,0,1,0,0,2,0,2,2,2,2
2558,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
2559,1,2,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,2
2560,0,1,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
2561,1,1,0,0,0,1,0,2,0,2,2,0,1,0,0,1,1,1,2,0
2562,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0
2563,0,0,2,0,0,0,0,0,0,0,1,1,0,2,2,1,0,1,0,0
2564,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,2,1,0,0,0
2565,0,2,2,0,2,0,0,0,0,2,0,1,0,0,0,2,0,1,0,2
2566,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0
2567,1,0,0,1,2,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0
2568,0,0,2,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0
2569,2,0,1,1,0,0,0,2,1,0,0,2,1,0,2,2,0,0,2,2
2570,2,0,1,0,2,0,0,2,2,1,1,0,2,0,0,1,1,0,1,0
2571,0,1,2,1,1,0,0,0,2,0,0,1,2,0,0,0,2,0,0,0
2572,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0
2573,0,1,0,2,0,0,0,0,0,1,0,2,1,1,1,0,2,0,0,1
2574,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2575,0,2,1,0,2,0,2,0,1,1,1,1,1,0,0,1,1,0,2,0
2576,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1
2577,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
2578,0,0,0,2,1,0,0,1,1,0,0,0,0,2,0,2,1,0,0,0
2579,0,2,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0
2580,0,0,0,0,0,2,1,1,2,1,2,0,2,2,2,0,1,2,0,2
2581,0,2,0,2,2,0,2,0,2,1,2,0,0,2,1,1,0,0,2,1
2582,2,0,0,2,2,2,0,2,1,1,2,2,0,0,0,1,0,0,0,0
2583,0,0,0,2,0,0,1,0,2,0,0,0,0,0,2,1,2,2,2,0
2584,2,0,0,2,2,0,1,0,2,0,0,2,2,0,0,0,2,2,0,0
2585,2,0,0,0,0,0,1,2,1,0,0,1,0,0,1,2,2,2,0,0
2586,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1
2587,0,2,0,0,1,0,0,0,0,2,0,0,1,2,2,0,1,2,0,0
2588,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0
2589,0,0,0,1,0,0,0,0,2,0,0,2,1,0,2,0,0,0,0,0
2590,0,0,2,0,0,1,1,2,0,0,2,0,1,1,2,0,1,0,2,0
2591,0,2,0,0,1,0,1,1,2,0,0,1,0,0,0,1,1,2,0,0
2592,0,0,0,0,0,0,1,0,2,0,2,0,1,1,1,0,0,0,2,1
2593,0,0,0,1,0,1,2,0,1,2,1,0,0,0,2,2,0,0,2,2
2594,1,2,0,2,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,2
2595,2,0,0,0,0,1,0,2,1,1,0,1,0,0,1,1,2,0,0,0
2596,0,1,0,0,2,0,2,1,2,1,0,2,0,0,0,0,0,2,0,2
2597,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0
2598,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
2599,1,0,1,0,1,0,2,1,2,1,1,0,0,2,0,1,0,0,0,0
2600,1,0,0,0,0,0,1,1,0,1,0,2,0,0,2,1,0,0,2,2
2601,2,1,0,0,0,2,0,0,0,0,1,2,2,0,2,1,1,0,0,2
2602,0,2,1,0,2,1,0,1,2,0,0,2,1,0,2,2,1,0,0,2
2603,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0
2604,2,0,0,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,1,2
2605,2,0,0,1,0,2,0,0,0,2,2,0,2,1,0,1,0,0,0,2
2606,0,0,2,0,0,0,1,2,2,2,2,0,0,1,1,1,1,0,1,0
2607,1,1,0,0,0,0,0,2,0,0,0,2,0,0,2,1,0,0,2,0
2608,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0
2609,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0
2610,2,0,0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
2611,0,2,0,0,2,2,0,1,2,1,0,0,0,0,0,2,0,2,2,0
2612,2,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
2613,0,0,1,2,0,2,0,0,0,1,2,0,0,2,0,0,2,0,0,0
2614,2,0,0,2,0,2,0,0,1,0,0,0,1,0,1,0,1,1,1,0
2615,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2616,2,0,0,2,0,1,2,0,2,0,0,0,2,2,2,0,0,0,0,2
2617,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,2,0
2618,1,1,0,0,1,1,0,0,2,2,0,2,0,0,1,0,0,2,0,0
2619,0,1,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,1,0,1
2620,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0
2621,1,0,0,0,2,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0
2622,1,2,2,0,0,1,0,1,2,0,2,0,0,0,2,0,0,0,0,0
2623,0,1,1,0,0,0,0,0,0,2,0,2,1,2,2,0,0,0,0,1
2624,2,1,2,2,0,0,1,0,2,0,1,1,0,0,0,1,2,0,0,2
2625,2,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,2,0,2,2
2626,0,0,0,1,0,0,2,0,1,1,1,0,1,1,1,0,0,2,1,2
2627,1,0,1,1,0,0,1,2,0,0,1,2,0,0,0,1,0,1,0,0
2628,2,0,0,0,0,0,2,2,0,0,0,0,1,2,2,0,0,1,2,0
2629,2,2,0,0,0,2,0,2,0,1,0,0,1,1,1,0,2,0,0,0
2630,1,1,1,2,1,0,0,2,0,0,0,2,1,0,1,1,2,0,2,0
2631,0,2,1,1,0,2,0,1,0,2,0,1,0,0,0,1,0,0,2,0
2632,2,1,0,0,0,2,0,1,2,0,0,0,2,0,0,1,2,1,0,0
2633,0,2,0,0,0,0,0,2,2,0,1,0,1,1,0,1,2,0,2,0
2634,1,1,0,0,0,1,1,2,0,2,2,0,0,0,0,1,0,0,1,0
2635,2,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,2,0,1,0
2636,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,1,0
2637,1,0,0,0,0,0,0,0,0,1,1,0,2,2,0,2,0,1,2,0
2638,0,0,0,0,0,2,0,1,1,2,1,2,0,0,0,0,0,0,0,2
2639,0,0,2,0,0,0,2,0,0,0,1,2,1,1,0,2,0,0,0,2
2640,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,2,2
2641,0,0,1,2,2,2,2,1,2,0,0,1,1,1,0,1,0,0,1,1
2642,2,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,1,0,2,0
2643,1,2,2,2,1,2,0,1,0,1,2,0,2,0,0,1,0,0,0,0
2644,2,0,0,2,1,2,1,2,2,0,0,0,2,0,1,2,0,2,1,0
2645,1,2,1,1,0,2,0,0,2,1,0,0,2,0,1,0,2,0,0,0
2646,0,2,0,2,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0
2647,1,0,0,1,1,0,2,1,0,2,2,2,0,0,0,2,0,2,2,2
2648,2,0,1,1,0,0,2,0,0,0,1,1,1,0,2,1,1,2,0,0
2649,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0
2650,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,2,0
2651,0,0,1,1,0,1,1,0,1,2,0,0,1,1,0,0,2,1,0,0
2652,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,1
2653,0,0,0,2,0,0,0,2,1,2,0,0,0,0,1,0,0,2,2,0
2654,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,2,0
2655,2,0,2,0,0,0,1,2,1,1,2,1,1,0,0,1,0,0,0,2
2656,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,2,2,0
2657,1,0,0,2,0,0,2,1,1,2,1,1,1,0,1,2,0,1,2,0
2658,0,1,0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,0,0,2
2659,1,0,2,0,0,0,2,0,2,1,0,0,1,0,0,2,1,0,1,1
2660,0,2,0,0,2,0,0,2,0,0,1,1,2,1,0,0,0,2,0,0
2661,2,0,2,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,2
2662,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0
2663,0,2,0,0,2,1,0,2,0,1,1,2,2,0,2,0,1,0,1,2
2664,2,1,2,0,0,0,0,1,0,0,0,1,2,1,0,2,0,2,2,0
2665,1,1,1,1,0,1,2,0,2,1,1,0,0,0,2,2,2,0,0,1
2666,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,2,0,0,2,0
2667,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0
2668,2,1,0,0,0,2,0,2,1,0,2,2,0,0,0,1,0,0,2,2
2669,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2670,0,0,0,0,0,1,0,0,2,2,0,2,0,1,1,2,0,2,1,0
2671,0,0,0,0,0,2,0,0,1,2,0,1,2,2,0,0,2,0,0,0
2672,2,1,0,0,0,2,0,1,0,2,0,2,1,2,0,0,2,0,2,2
2673,2,0,1,0,0,2,0,0,0,0,1,0,2,2,0,1,1,1,0,0
2674,0,0,1,1,2,2,2,0,2,0,0,0,0,1,2,0,0,0,0,1
2675,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,2,0,0
2676,2,0,0,0,0,0,2,0,1,2,1,0,2,1,2,0,0,2,1,0
2677,2,2,1,0,2,0,0,0,1,2,2,0,1,0,2,0,1,2,0,0
2678,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,2,2,0,0
2679,2,2,1,0,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0
2680,0,2,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,2,2,0
2681,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0
2682,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,2
2683,2,2,1,0,0,0,0,1,0,1,0,2,0,2,0,1,1,0,2,0
2684,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
2685,0,0,0,0,2,0,0,0,2,2,0,0,1,2,2,0,1,2,0,0
2686,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0
2687,2,1,1,0,0,2,0,0,1,2,0,0,2,1,0,1,0,1,1,0
2688,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,2,0,0
2689,2,0,0,0,1,0,0,0,2,2,0,0,2,0,2,0,2,0,0,0
2690,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,2,0,0
2691,1,0,1,0,1,1,2,0,0,2,0,0,0,2,1,2,0,0,0,0
2692,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0
2693,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,0,2
2694,0,1,2,0,0,0,1,0,1,0,1,0,1,2,0,1,0,2,2,0
2695,0,0,0,0,0,2,0,0,1,0,0,1,2,0,2,1,0,0,1,2
2696,1,0,0,1,0,1,2,2,0,0,0,0,2,0,0,2,0,0,1,0
2697,2,0,0,0,0,1,2,0,0,0,0,2,1,0,1,0,0,1,0,1
2698,0,1,2,0,1,2,0,1,0,0,1,0,1,0,0,0,2,1,0,2
2699,2,2,1,0,0,0,2,0,0,2,2,2,0,0,2,0,0,2,2,2
2700,0,0,0,1,1,0,2,2,1,2,1,0,0,1,0,0,2,0,0,0
2701,0,1,0,0,0,0,1,2,0,0,0,2,1,1,0,0,2,2,0,0
2702,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,1,1
2703,2,1,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,2,0
2704,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1
2705,2,2,0,1,1,2,2,1,0,2,0,0,0,0,0,2,1,2,2,0
2706,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0
2707,0,2,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2708,2,0,1,2,0,0,1,1,0,2,1,0,0,2,1,1,0,0,2,0
2709,0,0,0,0,1,0,2,0,2,0,0,0,2,0,2,1,1,0,0,0
2710,0,1,0,2,2,0,2,0,0,2,2,0,0,1,0,2,2,0,1,2
2711,0,0,0,0,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0
2712,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,2,0
2713,2,0,0,1,0,2,2,2,0,1,0,0,0,0,0,0,0,2,2,0
2714,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
2715,0,1,0,2,0,1,0,2,2,0,0,0,1,1,1,0,0,2,0,1
2716,1,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0
2717,2,2,0,0,2,0,1,0,2,0,2,1,0,1,0,0,1,1,2,0
2718,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0
2719,1,1,0,1,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0
2720,1,2,1,2,0,2,0,1,0,0,0,1,0,1,0,0,1,1,1,2
2721,0,0,0,0,2,0,0,2,0,2,1,0,0,1,0,0,0,2,0,1
2722,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,2
2723,2,2,0,2,0,0,1,2,1,2,0,2,0,0,0,1,0,2,2,0
2724,1,0,0,0,1,0,2,0,0,2,0,0,2,1,0,0,1,0,0,0
2725,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,2,1,1
2726,1,0,0,0,0,0,1,2,0,1,0,1,0,0,2,2,2,2,0,0
2727,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,1
2728,0,0,0,2,2,0,0,2,2,0,1,0,0,0,0,0,2,1,2,0
2729,0,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,2,0,1,0
2730,0,0,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,2,0,0
2731,0,2,0,2,0,0,2,2,1,0,0,0,2,0,1,0,0,0,0,2
2732,1,0,2,0,0,0,2,0,0,0,1,1,2,1,0,0,0,0,0,1
2733,2,0,2,0,0,0,1,0,1,1,0,2,0,0,0,1,1,0,2,0
2734,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0
2735,0,2,0,0,2,0,2,0,1,1,0,1,1,0,0,1,0,2,0,1
2736,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2737,1,1,0,0,2,0,0,1,1,1,0,0,0,2,0,2,0,0,0,1
2738,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1
2739,2,1,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,1,0
2740,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0
2741,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,2,0,0,0,1
2742,0,2,2,2,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,2
2743,1,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,1,0,1,1
2744,0,2,0,0,0,0,1,0,2,1,0,2,0,0,0,0,1,0,0,0
2745,2,2,1,0,0,0,0,0,2,2,0,0,1,1,0,0,2,0,0,0
2746,0,1,0,0,1,0,1,2,0,0,2,0,0,2,0,0,0,0,1,0
2747,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0
2748,0,2,0,0,0,0,1,0,2,1,0,0,0,1,0,0,2,0,0,0
2749,1,0,0,0,2,1,1,0,2,2,0,0,0,0,0,0,1,0,0,2
2750,1,0,0,2,2,2,0,2,1,1,0,1,2,0,0,0,0,0,0,0
2751,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,0,1,0,2,2
2752,0,0,0,2,0,0,0,1,0,0,0,2,0,2,0,2,2,0,2,1
2753,1,2,0,0,2,2,0,0,1,1,0,1,0,0,0,2,0,2,0,0
2754,0,0,0,2,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0
2755,0,0,0,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2756,2,0,1,0,0,0,0,2,2,0,0,0,0,1,0,2,1,1,0,0
2757,0,2,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,2,1
2758,0,2,0,0,2,0,2,1,0,0,2,0,0,0,2,0,2,0,2,2
2759,1,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,2,2,0
2760,2,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2
2761,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2
2762,2,0,0,0,1,2,0,1,0,0,2,0,2,0,0,0,0,0,0,0
2763,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,1
2764,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2
2765,2,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,1,0
2766,2,1,0,0,0,1,1,0,1,0,2,0,0,0,1,0,1,2,2,1
2767,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,1
